,Country,Species,Year,inland_Unit,inland_TON_Value,inland_TON_Flags,COUNTRY_YEAR_SPECIES
8945,Brazil,Freshwater siluroids nei [Siluroidei],2021,Tonnes,15300.0,Estimated value,BRA_2021_FSI
8946,Brazil,Dorado [Salminus brasiliensis],2010,Tonnes,3162.0,,BRA_2010_SXU
8947,Brazil,Dorado [Salminus brasiliensis],2011,Tonnes,2981.0,,BRA_2011_SXU
8948,Brazil,Dorado [Salminus brasiliensis],2012,Tonnes,3005.0,,BRA_2012_SXU
8949,Brazil,Dorado [Salminus brasiliensis],2013,Tonnes,3030.0,,BRA_2013_SXU
8950,Brazil,Dorado [Salminus brasiliensis],2014,Tonnes,2992.0,,BRA_2014_SXU
8951,Brazil,Dorado [Salminus brasiliensis],2015,Tonnes,2870.0,Estimated value,BRA_2015_SXU
8952,Brazil,Dorado [Salminus brasiliensis],2016,Tonnes,2870.0,Estimated value,BRA_2016_SXU
8953,Brazil,Dorado [Salminus brasiliensis],2017,Tonnes,2870.0,Estimated value,BRA_2017_SXU
8954,Brazil,Dorado [Salminus brasiliensis],2018,Tonnes,2870.0,Estimated value,BRA_2018_SXU
8955,Brazil,Dorado [Salminus brasiliensis],2019,Tonnes,2870.0,Estimated value,BRA_2019_SXU
8956,Brazil,Dorado [Salminus brasiliensis],2020,Tonnes,2870.0,Estimated value,BRA_2020_SXU
8957,Brazil,Dorado [Salminus brasiliensis],2021,Tonnes,2870.0,Estimated value,BRA_2021_SXU
8958,Brazil,Characins nei [Characidae],2010,Tonnes,14725.0,,BRA_2010_CHA
8959,Brazil,Characins nei [Characidae],2011,Tonnes,15828.0,,BRA_2011_CHA
8960,Brazil,Characins nei [Characidae],2012,Tonnes,15952.0,,BRA_2012_CHA
8961,Brazil,Characins nei [Characidae],2013,Tonnes,16087.0,,BRA_2013_CHA
8962,Brazil,Characins nei [Characidae],2014,Tonnes,15883.0,,BRA_2014_CHA
8963,Brazil,Characins nei [Characidae],2015,Tonnes,15200.0,Estimated value,BRA_2015_CHA
8964,Brazil,Characins nei [Characidae],2016,Tonnes,15200.0,Estimated value,BRA_2016_CHA
8965,Brazil,Characins nei [Characidae],2017,Tonnes,15200.0,Estimated value,BRA_2017_CHA
8966,Brazil,Characins nei [Characidae],2018,Tonnes,15200.0,Estimated value,BRA_2018_CHA
8967,Brazil,Characins nei [Characidae],2019,Tonnes,15200.0,Estimated value,BRA_2019_CHA
8968,Brazil,Characins nei [Characidae],2020,Tonnes,15200.0,Estimated value,BRA_2020_CHA
8969,Brazil,Characins nei [Characidae],2021,Tonnes,15200.0,Estimated value,BRA_2021_CHA
8970,Brazil,Prochilods nei [Prochilodus spp],2010,Tonnes,28432.0,,BRA_2010_PRL
8971,Brazil,Prochilods nei [Prochilodus spp],2011,Tonnes,26811.0,,BRA_2011_PRL
8972,Brazil,Prochilods nei [Prochilodus spp],2012,Tonnes,27020.0,,BRA_2012_PRL
8973,Brazil,Prochilods nei [Prochilodus spp],2013,Tonnes,27249.0,,BRA_2013_PRL
8974,Brazil,Prochilods nei [Prochilodus spp],2014,Tonnes,26903.0,,BRA_2014_PRL
8975,Brazil,Prochilods nei [Prochilodus spp],2015,Tonnes,25500.0,Estimated value,BRA_2015_PRL
8976,Brazil,Prochilods nei [Prochilodus spp],2016,Tonnes,25500.0,Estimated value,BRA_2016_PRL
8977,Brazil,Prochilods nei [Prochilodus spp],2017,Tonnes,25500.0,Estimated value,BRA_2017_PRL
8978,Brazil,Prochilods nei [Prochilodus spp],2018,Tonnes,25500.0,Estimated value,BRA_2018_PRL
8979,Brazil,Prochilods nei [Prochilodus spp],2019,Tonnes,25500.0,Estimated value,BRA_2019_PRL
8980,Brazil,Prochilods nei [Prochilodus spp],2020,Tonnes,25500.0,Estimated value,BRA_2020_PRL
8981,Brazil,Prochilods nei [Prochilodus spp],2021,Tonnes,25500.0,Estimated value,BRA_2021_PRL
8982,Brazil,Sorubims nei [Pseudoplatystoma spp],2011,Tonnes,8193.0,,BRA_2011_UPY
8983,Brazil,Sorubims nei [Pseudoplatystoma spp],2012,Tonnes,8257.0,,BRA_2012_UPY
8984,Brazil,Sorubims nei [Pseudoplatystoma spp],2013,Tonnes,8327.0,,BRA_2013_UPY
8985,Brazil,Sorubims nei [Pseudoplatystoma spp],2014,Tonnes,8221.0,,BRA_2014_UPY
8986,Brazil,Sorubims nei [Pseudoplatystoma spp],2015,Tonnes,7900.0,Estimated value,BRA_2015_UPY
8987,Brazil,Sorubims nei [Pseudoplatystoma spp],2016,Tonnes,7900.0,Estimated value,BRA_2016_UPY
8988,Brazil,Sorubims nei [Pseudoplatystoma spp],2017,Tonnes,7900.0,Estimated value,BRA_2017_UPY
8989,Brazil,Sorubims nei [Pseudoplatystoma spp],2018,Tonnes,7900.0,Estimated value,BRA_2018_UPY
8990,Brazil,Sorubims nei [Pseudoplatystoma spp],2019,Tonnes,7900.0,Estimated value,BRA_2019_UPY
8991,Brazil,Sorubims nei [Pseudoplatystoma spp],2020,Tonnes,7900.0,Estimated value,BRA_2020_UPY
8992,Brazil,Sorubims nei [Pseudoplatystoma spp],2021,Tonnes,7900.0,Estimated value,BRA_2021_UPY
8993,Brazil,Pati [Luciopimelodus pati],2010,Tonnes,1.0,,BRA_2010_LPI
8994,Brazil,Pati [Luciopimelodus pati],2011,Tonnes,0.0,,BRA_2011_LPI
8995,Brazil,Pati [Luciopimelodus pati],2012,Tonnes,0.0,,BRA_2012_LPI
8996,Brazil,Pati [Luciopimelodus pati],2013,Tonnes,0.0,,BRA_2013_LPI
8997,Brazil,Pati [Luciopimelodus pati],2014,Tonnes,0.0,,BRA_2014_LPI
8998,Brazil,Pati [Luciopimelodus pati],2015,Tonnes,0.0,,BRA_2015_LPI
8999,Brazil,Pati [Luciopimelodus pati],2016,Tonnes,0.0,,BRA_2016_LPI
9000,Brazil,Pati [Luciopimelodus pati],2017,Tonnes,0.0,,BRA_2017_LPI
9001,Brazil,Pati [Luciopimelodus pati],2018,Tonnes,0.0,,BRA_2018_LPI
9002,Brazil,Pati [Luciopimelodus pati],2019,Tonnes,0.0,,BRA_2019_LPI
9003,Brazil,Pati [Luciopimelodus pati],2020,Tonnes,0.0,,BRA_2020_LPI
9004,Brazil,Manduba [Ageneiosus inermis],2011,Tonnes,2116.0,,BRA_2011_GJZ
9005,Brazil,Manduba [Ageneiosus inermis],2012,Tonnes,2132.0,,BRA_2012_GJZ
9006,Brazil,Manduba [Ageneiosus inermis],2013,Tonnes,2150.0,,BRA_2013_GJZ
9007,Brazil,Manduba [Ageneiosus inermis],2014,Tonnes,2123.0,,BRA_2014_GJZ
9008,Brazil,Manduba [Ageneiosus inermis],2015,Tonnes,2030.0,Estimated value,BRA_2015_GJZ
9009,Brazil,Manduba [Ageneiosus inermis],2016,Tonnes,2030.0,Estimated value,BRA_2016_GJZ
9010,Brazil,Manduba [Ageneiosus inermis],2017,Tonnes,2030.0,Estimated value,BRA_2017_GJZ
9011,Brazil,Manduba [Ageneiosus inermis],2018,Tonnes,2030.0,Estimated value,BRA_2018_GJZ
9012,Brazil,Manduba [Ageneiosus inermis],2019,Tonnes,2030.0,Estimated value,BRA_2019_GJZ
9013,Brazil,Manduba [Ageneiosus inermis],2020,Tonnes,2030.0,Estimated value,BRA_2020_GJZ
9014,Brazil,Manduba [Ageneiosus inermis],2021,Tonnes,2030.0,Estimated value,BRA_2021_GJZ
9015,Brazil,Arapaima [Arapaima gigas],2010,Tonnes,1253.0,,BRA_2010_ARP
9016,Brazil,Arapaima [Arapaima gigas],2011,Tonnes,1182.0,,BRA_2011_ARP
9017,Brazil,Arapaima [Arapaima gigas],2012,Tonnes,1191.0,,BRA_2012_ARP
9018,Brazil,Arapaima [Arapaima gigas],2013,Tonnes,1201.0,,BRA_2013_ARP
9019,Brazil,Arapaima [Arapaima gigas],2014,Tonnes,1186.0,,BRA_2014_ARP
9020,Brazil,Arapaima [Arapaima gigas],2015,Tonnes,1140.0,Estimated value,BRA_2015_ARP
9021,Brazil,Arapaima [Arapaima gigas],2016,Tonnes,1140.0,Estimated value,BRA_2016_ARP
9022,Brazil,Arapaima [Arapaima gigas],2017,Tonnes,1140.0,Estimated value,BRA_2017_ARP
9023,Brazil,Arapaima [Arapaima gigas],2018,Tonnes,1140.0,Estimated value,BRA_2018_ARP
9024,Brazil,Arapaima [Arapaima gigas],2019,Tonnes,1140.0,Estimated value,BRA_2019_ARP
9025,Brazil,Arapaima [Arapaima gigas],2020,Tonnes,1140.0,Estimated value,BRA_2020_ARP
9026,Brazil,Arapaima [Arapaima gigas],2021,Tonnes,1140.0,Estimated value,BRA_2021_ARP
9027,Brazil,Banded astyanax [Astyanax fasciatus],2010,Tonnes,1098.0,,BRA_2010_AXF
9028,Brazil,Banded astyanax [Astyanax fasciatus],2011,Tonnes,1035.0,,BRA_2011_AXF
9029,Brazil,Banded astyanax [Astyanax fasciatus],2012,Tonnes,1043.0,,BRA_2012_AXF
9030,Brazil,Banded astyanax [Astyanax fasciatus],2013,Tonnes,1052.0,,BRA_2013_AXF
9031,Brazil,Banded astyanax [Astyanax fasciatus],2014,Tonnes,1039.0,,BRA_2014_AXF
9032,Brazil,Banded astyanax [Astyanax fasciatus],2015,Tonnes,1000.0,Estimated value,BRA_2015_AXF
9033,Brazil,Banded astyanax [Astyanax fasciatus],2016,Tonnes,1000.0,Estimated value,BRA_2016_AXF
9034,Brazil,Banded astyanax [Astyanax fasciatus],2017,Tonnes,1000.0,Estimated value,BRA_2017_AXF
9035,Brazil,Banded astyanax [Astyanax fasciatus],2018,Tonnes,1000.0,Estimated value,BRA_2018_AXF
9036,Brazil,Banded astyanax [Astyanax fasciatus],2019,Tonnes,1000.0,Estimated value,BRA_2019_AXF
9037,Brazil,Banded astyanax [Astyanax fasciatus],2020,Tonnes,1000.0,Estimated value,BRA_2020_AXF
9038,Brazil,Banded astyanax [Astyanax fasciatus],2021,Tonnes,1000.0,Estimated value,BRA_2021_AXF
9039,Brazil,Kumakuma [Brachyplatystoma filamentosum],2011,Tonnes,3099.0,,BRA_2011_BPF
9040,Brazil,Kumakuma [Brachyplatystoma filamentosum],2012,Tonnes,3123.0,,BRA_2012_BPF
9041,Brazil,Kumakuma [Brachyplatystoma filamentosum],2013,Tonnes,3149.0,,BRA_2013_BPF
9042,Brazil,Kumakuma [Brachyplatystoma filamentosum],2014,Tonnes,3109.0,,BRA_2014_BPF
9043,Brazil,Kumakuma [Brachyplatystoma filamentosum],2015,Tonnes,2980.0,Estimated value,BRA_2015_BPF
9044,Brazil,Kumakuma [Brachyplatystoma filamentosum],2016,Tonnes,2980.0,Estimated value,BRA_2016_BPF
9045,Brazil,Kumakuma [Brachyplatystoma filamentosum],2017,Tonnes,2980.0,Estimated value,BRA_2017_BPF
9046,Brazil,Kumakuma [Brachyplatystoma filamentosum],2018,Tonnes,2980.0,Estimated value,BRA_2018_BPF
9047,Brazil,Kumakuma [Brachyplatystoma filamentosum],2019,Tonnes,2980.0,Estimated value,BRA_2019_BPF
9048,Brazil,Kumakuma [Brachyplatystoma filamentosum],2020,Tonnes,2980.0,Estimated value,BRA_2020_BPF
9049,Brazil,Kumakuma [Brachyplatystoma filamentosum],2021,Tonnes,2980.0,Estimated value,BRA_2021_BPF
9050,Brazil,[Brachyplatystoma rousseauxii],2011,Tonnes,13560.0,,BRA_2011_BXP
9051,Brazil,[Brachyplatystoma rousseauxii],2012,Tonnes,13665.0,,BRA_2012_BXP
9052,Brazil,[Brachyplatystoma rousseauxii],2013,Tonnes,13781.0,,BRA_2013_BXP
9053,Brazil,[Brachyplatystoma rousseauxii],2014,Tonnes,13606.0,,BRA_2014_BXP
9054,Brazil,[Brachyplatystoma rousseauxii],2015,Tonnes,13000.0,Estimated value,BRA_2015_BXP
9055,Brazil,[Brachyplatystoma rousseauxii],2016,Tonnes,13000.0,Estimated value,BRA_2016_BXP
9056,Brazil,[Brachyplatystoma rousseauxii],2017,Tonnes,13500.0,Estimated value,BRA_2017_BXP
9057,Brazil,[Brachyplatystoma rousseauxii],2018,Tonnes,13500.0,Estimated value,BRA_2018_BXP
9058,Brazil,[Brachyplatystoma rousseauxii],2019,Tonnes,13800.0,Estimated value,BRA_2019_BXP
9059,Brazil,[Brachyplatystoma rousseauxii],2020,Tonnes,13000.0,Estimated value,BRA_2020_BXP
9060,Brazil,[Brachyplatystoma rousseauxii],2021,Tonnes,13400.0,Estimated value,BRA_2021_BXP
9061,Brazil,Laulao catfish [Brachyplatystoma vaillanti],2010,Tonnes,24607.0,,BRA_2010_BPT
9062,Brazil,Laulao catfish [Brachyplatystoma vaillanti],2011,Tonnes,23204.0,,BRA_2011_BPT
9063,Brazil,Laulao catfish [Brachyplatystoma vaillanti],2012,Tonnes,23385.0,,BRA_2012_BPT
9064,Brazil,Laulao catfish [Brachyplatystoma vaillanti],2013,Tonnes,23584.0,,BRA_2013_BPT
9065,Brazil,Laulao catfish [Brachyplatystoma vaillanti],2014,Tonnes,23284.0,,BRA_2014_BPT
9066,Brazil,Laulao catfish [Brachyplatystoma vaillanti],2015,Tonnes,22200.0,Estimated value,BRA_2015_BPT
9067,Brazil,Laulao catfish [Brachyplatystoma vaillanti],2016,Tonnes,22200.0,Estimated value,BRA_2016_BPT
9068,Brazil,Laulao catfish [Brachyplatystoma vaillanti],2017,Tonnes,22200.0,Estimated value,BRA_2017_BPT
9069,Brazil,Laulao catfish [Brachyplatystoma vaillanti],2018,Tonnes,22200.0,Estimated value,BRA_2018_BPT
9070,Brazil,Laulao catfish [Brachyplatystoma vaillanti],2019,Tonnes,22200.0,Estimated value,BRA_2019_BPT
9071,Brazil,Laulao catfish [Brachyplatystoma vaillanti],2020,Tonnes,22200.0,Estimated value,BRA_2020_BPT
9072,Brazil,Laulao catfish [Brachyplatystoma vaillanti],2021,Tonnes,22200.0,Estimated value,BRA_2021_BPT
9073,Brazil,Cachama [Colossoma macropomum],2010,Tonnes,4204.0,,BRA_2010_CSM
9074,Brazil,Cachama [Colossoma macropomum],2011,Tonnes,3964.0,,BRA_2011_CSM
9075,Brazil,Cachama [Colossoma macropomum],2012,Tonnes,3995.0,,BRA_2012_CSM
9076,Brazil,Cachama [Colossoma macropomum],2013,Tonnes,4029.0,,BRA_2013_CSM
9077,Brazil,Cachama [Colossoma macropomum],2014,Tonnes,3978.0,,BRA_2014_CSM
9078,Brazil,Cachama [Colossoma macropomum],2015,Tonnes,3820.0,Estimated value,BRA_2015_CSM
9079,Brazil,Cachama [Colossoma macropomum],2016,Tonnes,3820.0,Estimated value,BRA_2016_CSM
9080,Brazil,Cachama [Colossoma macropomum],2017,Tonnes,3820.0,Estimated value,BRA_2017_CSM
9081,Brazil,Cachama [Colossoma macropomum],2018,Tonnes,3820.0,Estimated value,BRA_2018_CSM
9082,Brazil,Cachama [Colossoma macropomum],2019,Tonnes,3820.0,Estimated value,BRA_2019_CSM
9083,Brazil,Cachama [Colossoma macropomum],2020,Tonnes,3820.0,Estimated value,BRA_2020_CSM
9084,Brazil,Cachama [Colossoma macropomum],2021,Tonnes,3820.0,Estimated value,BRA_2021_CSM
9085,Brazil,Porthole shovelnose catfish [Hemisorubim platyrhynchos],2010,Tonnes,12.0,,BRA_2010_HBY
9086,Brazil,Porthole shovelnose catfish [Hemisorubim platyrhynchos],2011,Tonnes,12.0,,BRA_2011_HBY
9087,Brazil,Porthole shovelnose catfish [Hemisorubim platyrhynchos],2012,Tonnes,12.0,,BRA_2012_HBY
9088,Brazil,Porthole shovelnose catfish [Hemisorubim platyrhynchos],2013,Tonnes,12.0,,BRA_2013_HBY
9089,Brazil,Porthole shovelnose catfish [Hemisorubim platyrhynchos],2014,Tonnes,12.0,,BRA_2014_HBY
9090,Brazil,Porthole shovelnose catfish [Hemisorubim platyrhynchos],2015,Tonnes,11.0,Estimated value,BRA_2015_HBY
9091,Brazil,Porthole shovelnose catfish [Hemisorubim platyrhynchos],2016,Tonnes,11.0,Estimated value,BRA_2016_HBY
9092,Brazil,Porthole shovelnose catfish [Hemisorubim platyrhynchos],2017,Tonnes,11.0,Estimated value,BRA_2017_HBY
9093,Brazil,Porthole shovelnose catfish [Hemisorubim platyrhynchos],2018,Tonnes,11.0,Estimated value,BRA_2018_HBY
9094,Brazil,Porthole shovelnose catfish [Hemisorubim platyrhynchos],2019,Tonnes,11.0,Estimated value,BRA_2019_HBY
9095,Brazil,Porthole shovelnose catfish [Hemisorubim platyrhynchos],2020,Tonnes,11.0,Estimated value,BRA_2020_HBY
9096,Brazil,Porthole shovelnose catfish [Hemisorubim platyrhynchos],2021,Tonnes,11.0,Estimated value,BRA_2021_HBY
9097,Brazil,Aimara [Hoplerythrinus unitaeniatus],2010,Tonnes,314.0,,BRA_2010_HPU
9098,Brazil,Aimara [Hoplerythrinus unitaeniatus],2011,Tonnes,296.0,,BRA_2011_HPU
9099,Brazil,Aimara [Hoplerythrinus unitaeniatus],2012,Tonnes,298.0,,BRA_2012_HPU
9100,Brazil,Aimara [Hoplerythrinus unitaeniatus],2013,Tonnes,301.0,,BRA_2013_HPU
9101,Brazil,Aimara [Hoplerythrinus unitaeniatus],2014,Tonnes,297.0,,BRA_2014_HPU
9102,Brazil,Aimara [Hoplerythrinus unitaeniatus],2015,Tonnes,280.0,Estimated value,BRA_2015_HPU
9103,Brazil,Aimara [Hoplerythrinus unitaeniatus],2016,Tonnes,280.0,Estimated value,BRA_2016_HPU
9104,Brazil,Aimara [Hoplerythrinus unitaeniatus],2017,Tonnes,280.0,Estimated value,BRA_2017_HPU
9105,Brazil,Aimara [Hoplerythrinus unitaeniatus],2018,Tonnes,280.0,Estimated value,BRA_2018_HPU
9106,Brazil,Aimara [Hoplerythrinus unitaeniatus],2019,Tonnes,280.0,Estimated value,BRA_2019_HPU
9107,Brazil,Aimara [Hoplerythrinus unitaeniatus],2020,Tonnes,280.0,Estimated value,BRA_2020_HPU
9108,Brazil,Aimara [Hoplerythrinus unitaeniatus],2021,Tonnes,280.0,Estimated value,BRA_2021_HPU
9109,Brazil,[Leporellus vittatus],2010,Tonnes,1351.0,,BRA_2010_LPU
9110,Brazil,[Leporellus vittatus],2011,Tonnes,1274.0,,BRA_2011_LPU
9111,Brazil,[Leporellus vittatus],2012,Tonnes,1284.0,,BRA_2012_LPU
9112,Brazil,[Leporellus vittatus],2013,Tonnes,1295.0,,BRA_2013_LPU
9113,Brazil,[Leporellus vittatus],2014,Tonnes,1279.0,,BRA_2014_LPU
9114,Brazil,[Leporellus vittatus],2015,Tonnes,1230.0,Estimated value,BRA_2015_LPU
9115,Brazil,[Leporellus vittatus],2016,Tonnes,1230.0,Estimated value,BRA_2016_LPU
9116,Brazil,[Leporellus vittatus],2017,Tonnes,1230.0,Estimated value,BRA_2017_LPU
9117,Brazil,[Leporellus vittatus],2018,Tonnes,1230.0,Estimated value,BRA_2018_LPU
9118,Brazil,[Leporellus vittatus],2019,Tonnes,1230.0,Estimated value,BRA_2019_LPU
9119,Brazil,[Leporellus vittatus],2020,Tonnes,1230.0,Estimated value,BRA_2020_LPU
9120,Brazil,[Leporellus vittatus],2021,Tonnes,1230.0,Estimated value,BRA_2021_LPU
9121,Brazil,Arawana [Osteoglossum bicirrhosum],2010,Tonnes,1727.0,,BRA_2010_OOB
9122,Brazil,Arawana [Osteoglossum bicirrhosum],2011,Tonnes,1629.0,,BRA_2011_OOB
9123,Brazil,Arawana [Osteoglossum bicirrhosum],2012,Tonnes,1642.0,,BRA_2012_OOB
9124,Brazil,Arawana [Osteoglossum bicirrhosum],2013,Tonnes,1656.0,,BRA_2013_OOB
9125,Brazil,Arawana [Osteoglossum bicirrhosum],2014,Tonnes,1635.0,,BRA_2014_OOB
9126,Brazil,Arawana [Osteoglossum bicirrhosum],2015,Tonnes,1570.0,Estimated value,BRA_2015_OOB
9127,Brazil,Arawana [Osteoglossum bicirrhosum],2016,Tonnes,1570.0,Estimated value,BRA_2016_OOB
9128,Brazil,Arawana [Osteoglossum bicirrhosum],2017,Tonnes,1570.0,Estimated value,BRA_2017_OOB
9129,Brazil,Arawana [Osteoglossum bicirrhosum],2018,Tonnes,1570.0,Estimated value,BRA_2018_OOB
9130,Brazil,Arawana [Osteoglossum bicirrhosum],2019,Tonnes,1570.0,Estimated value,BRA_2019_OOB
9131,Brazil,Arawana [Osteoglossum bicirrhosum],2020,Tonnes,1570.0,Estimated value,BRA_2020_OOB
9132,Brazil,Arawana [Osteoglossum bicirrhosum],2021,Tonnes,1570.0,Estimated value,BRA_2021_OOB
9133,Brazil,Redtail catfish [Phractocephalus hemioliopterus],2010,Tonnes,723.0,,BRA_2010_PEH
9134,Brazil,Redtail catfish [Phractocephalus hemioliopterus],2011,Tonnes,681.0,,BRA_2011_PEH
9135,Brazil,Redtail catfish [Phractocephalus hemioliopterus],2012,Tonnes,687.0,,BRA_2012_PEH
9136,Brazil,Redtail catfish [Phractocephalus hemioliopterus],2013,Tonnes,692.0,,BRA_2013_PEH
9137,Brazil,Redtail catfish [Phractocephalus hemioliopterus],2014,Tonnes,684.0,,BRA_2014_PEH
9138,Brazil,Redtail catfish [Phractocephalus hemioliopterus],2015,Tonnes,655.0,Estimated value,BRA_2015_PEH
9139,Brazil,Redtail catfish [Phractocephalus hemioliopterus],2016,Tonnes,655.0,Estimated value,BRA_2016_PEH
9140,Brazil,Redtail catfish [Phractocephalus hemioliopterus],2017,Tonnes,655.0,Estimated value,BRA_2017_PEH
9141,Brazil,Redtail catfish [Phractocephalus hemioliopterus],2018,Tonnes,655.0,Estimated value,BRA_2018_PEH
9142,Brazil,Redtail catfish [Phractocephalus hemioliopterus],2019,Tonnes,655.0,Estimated value,BRA_2019_PEH
9143,Brazil,Redtail catfish [Phractocephalus hemioliopterus],2020,Tonnes,655.0,Estimated value,BRA_2020_PEH
9144,Brazil,Redtail catfish [Phractocephalus hemioliopterus],2021,Tonnes,655.0,Estimated value,BRA_2021_PEH
9145,Brazil,Pirapatinga [Piaractus brachypomus],2010,Tonnes,2238.0,,BRA_2010_CSD
9146,Brazil,Pirapatinga [Piaractus brachypomus],2011,Tonnes,2047.0,,BRA_2011_CSD
9147,Brazil,Pirapatinga [Piaractus brachypomus],2012,Tonnes,2063.0,,BRA_2012_CSD
9148,Brazil,Pirapatinga [Piaractus brachypomus],2013,Tonnes,2081.0,,BRA_2013_CSD
9149,Brazil,Pirapatinga [Piaractus brachypomus],2014,Tonnes,2054.0,,BRA_2014_CSD
9150,Brazil,Pirapatinga [Piaractus brachypomus],2015,Tonnes,1970.0,Estimated value,BRA_2015_CSD
9151,Brazil,Pirapatinga [Piaractus brachypomus],2016,Tonnes,1970.0,Estimated value,BRA_2016_CSD
9152,Brazil,Pirapatinga [Piaractus brachypomus],2017,Tonnes,1970.0,Estimated value,BRA_2017_CSD
9153,Brazil,Pirapatinga [Piaractus brachypomus],2018,Tonnes,1970.0,Estimated value,BRA_2018_CSD
9154,Brazil,Pirapatinga [Piaractus brachypomus],2019,Tonnes,1970.0,Estimated value,BRA_2019_CSD
9155,Brazil,Pirapatinga [Piaractus brachypomus],2020,Tonnes,1970.0,Estimated value,BRA_2020_CSD
9156,Brazil,Pirapatinga [Piaractus brachypomus],2021,Tonnes,1970.0,Estimated value,BRA_2021_CSD
9157,Brazil,South American silver croaker [Plagioscion squamosissimus],2011,Tonnes,18372.0,,BRA_2011_LGQ
9158,Brazil,South American silver croaker [Plagioscion squamosissimus],2012,Tonnes,18515.0,,BRA_2012_LGQ
9159,Brazil,South American silver croaker [Plagioscion squamosissimus],2013,Tonnes,18672.0,,BRA_2013_LGQ
9160,Brazil,South American silver croaker [Plagioscion squamosissimus],2014,Tonnes,18435.0,,BRA_2014_LGQ
9161,Brazil,South American silver croaker [Plagioscion squamosissimus],2015,Tonnes,17500.0,Estimated value,BRA_2015_LGQ
9162,Brazil,South American silver croaker [Plagioscion squamosissimus],2016,Tonnes,17500.0,Estimated value,BRA_2016_LGQ
9163,Brazil,South American silver croaker [Plagioscion squamosissimus],2017,Tonnes,17800.0,Estimated value,BRA_2017_LGQ
9164,Brazil,South American silver croaker [Plagioscion squamosissimus],2018,Tonnes,18000.0,Estimated value,BRA_2018_LGQ
9165,Brazil,South American silver croaker [Plagioscion squamosissimus],2019,Tonnes,18200.0,Estimated value,BRA_2019_LGQ
9166,Brazil,South American silver croaker [Plagioscion squamosissimus],2020,Tonnes,17400.0,Estimated value,BRA_2020_LGQ
9167,Brazil,South American silver croaker [Plagioscion squamosissimus],2021,Tonnes,17900.0,Estimated value,BRA_2021_LGQ
9168,Brazil,Amazon sailfin catfish [Pterygoplichthys pardalis],2011,Tonnes,1442.0,,BRA_2011_QYP
9169,Brazil,Amazon sailfin catfish [Pterygoplichthys pardalis],2012,Tonnes,1453.0,,BRA_2012_QYP
9170,Brazil,Amazon sailfin catfish [Pterygoplichthys pardalis],2013,Tonnes,1465.0,,BRA_2013_QYP
9171,Brazil,Amazon sailfin catfish [Pterygoplichthys pardalis],2014,Tonnes,1447.0,,BRA_2014_QYP
9172,Brazil,Amazon sailfin catfish [Pterygoplichthys pardalis],2015,Tonnes,1390.0,Estimated value,BRA_2015_QYP
9173,Brazil,Amazon sailfin catfish [Pterygoplichthys pardalis],2016,Tonnes,1390.0,Estimated value,BRA_2016_QYP
9174,Brazil,Amazon sailfin catfish [Pterygoplichthys pardalis],2017,Tonnes,1390.0,Estimated value,BRA_2017_QYP
9175,Brazil,Amazon sailfin catfish [Pterygoplichthys pardalis],2018,Tonnes,1390.0,Estimated value,BRA_2018_QYP
9176,Brazil,Amazon sailfin catfish [Pterygoplichthys pardalis],2019,Tonnes,1390.0,Estimated value,BRA_2019_QYP
9177,Brazil,Amazon sailfin catfish [Pterygoplichthys pardalis],2020,Tonnes,1390.0,Estimated value,BRA_2020_QYP
9178,Brazil,Amazon sailfin catfish [Pterygoplichthys pardalis],2021,Tonnes,1390.0,Estimated value,BRA_2021_QYP
9179,Brazil,[Schizodon fasciatus],2010,Tonnes,5173.0,,BRA_2010_SZF
9180,Brazil,[Schizodon fasciatus],2011,Tonnes,4914.0,,BRA_2011_SZF
9181,Brazil,[Schizodon fasciatus],2012,Tonnes,4952.0,,BRA_2012_SZF
9182,Brazil,[Schizodon fasciatus],2013,Tonnes,4994.0,,BRA_2013_SZF
9183,Brazil,[Schizodon fasciatus],2014,Tonnes,4931.0,,BRA_2014_SZF
9184,Brazil,[Schizodon fasciatus],2015,Tonnes,4730.0,Estimated value,BRA_2015_SZF
9185,Brazil,[Schizodon fasciatus],2016,Tonnes,4730.0,Estimated value,BRA_2016_SZF
9186,Brazil,[Schizodon fasciatus],2017,Tonnes,4730.0,Estimated value,BRA_2017_SZF
9187,Brazil,[Schizodon fasciatus],2018,Tonnes,4730.0,Estimated value,BRA_2018_SZF
9188,Brazil,[Schizodon fasciatus],2019,Tonnes,4730.0,Estimated value,BRA_2019_SZF
9189,Brazil,[Schizodon fasciatus],2020,Tonnes,4730.0,Estimated value,BRA_2020_SZF
9190,Brazil,[Schizodon fasciatus],2021,Tonnes,4730.0,Estimated value,BRA_2021_SZF
9191,Brazil,Piranhas nei [Serrasalmus spp],2010,Tonnes,11042.0,,BRA_2010_RRX
9192,Brazil,Piranhas nei [Serrasalmus spp],2011,Tonnes,3438.0,,BRA_2011_RRX
9193,Brazil,Piranhas nei [Serrasalmus spp],2012,Tonnes,3465.0,,BRA_2012_RRX
9194,Brazil,Piranhas nei [Serrasalmus spp],2013,Tonnes,3494.0,,BRA_2013_RRX
9195,Brazil,Piranhas nei [Serrasalmus spp],2014,Tonnes,3450.0,,BRA_2014_RRX
9196,Brazil,Piranhas nei [Serrasalmus spp],2015,Tonnes,3300.0,Estimated value,BRA_2015_RRX
