,Country,Species,Year,inland_Unit,inland_TON_Value,inland_TON_Flags,COUNTRY_YEAR_SPECIES
1502,Denmark,"Euro-American crayfishes nei [Astacidae, Cambaridae]",2019,Tonnes,0.0,,DNK_2019_AYS
1503,Finland,TOTAL SPECIES,2010,Tonnes,28874.0,,FIN_2010_SPECIES_TOTAL
1504,Finland,TOTAL SPECIES,2011,Tonnes,28874.0,,FIN_2011_SPECIES_TOTAL
1505,Finland,TOTAL SPECIES,2012,Tonnes,23483.0,,FIN_2012_SPECIES_TOTAL
1506,Finland,TOTAL SPECIES,2013,Tonnes,23483.0,,FIN_2013_SPECIES_TOTAL
1507,Finland,TOTAL SPECIES,2014,Tonnes,29469.0,,FIN_2014_SPECIES_TOTAL
1508,Finland,TOTAL SPECIES,2015,Tonnes,29469.0,,FIN_2015_SPECIES_TOTAL
1509,Finland,TOTAL SPECIES,2016,Tonnes,28045.0,,FIN_2016_SPECIES_TOTAL
1510,Finland,TOTAL SPECIES,2017,Tonnes,28709.0,,FIN_2017_SPECIES_TOTAL
1511,Finland,TOTAL SPECIES,2018,Tonnes,23428.0,,FIN_2018_SPECIES_TOTAL
1512,Finland,TOTAL SPECIES,2019,Tonnes,24653.0,,FIN_2019_SPECIES_TOTAL
1513,Finland,TOTAL SPECIES,2020,Tonnes,23574.0,,FIN_2020_SPECIES_TOTAL
1514,Finland,TOTAL SPECIES,2021,Tonnes,23574.0,,FIN_2021_SPECIES_TOTAL
1515,Finland,FRESHWATER FISHES,2010,Tonnes,22327.0,,FIN_2010_1
1516,Finland,FRESHWATER FISHES,2011,Tonnes,22327.0,,FIN_2011_1
1517,Finland,FRESHWATER FISHES,2012,Tonnes,17575.0,,FIN_2012_1
1518,Finland,FRESHWATER FISHES,2013,Tonnes,17575.0,,FIN_2013_1
1519,Finland,FRESHWATER FISHES,2014,Tonnes,22621.0,,FIN_2014_1
1520,Finland,FRESHWATER FISHES,2015,Tonnes,22621.0,,FIN_2015_1
1521,Finland,FRESHWATER FISHES,2016,Tonnes,21967.0,,FIN_2016_1
1522,Finland,FRESHWATER FISHES,2017,Tonnes,22076.0,,FIN_2017_1
1523,Finland,FRESHWATER FISHES,2018,Tonnes,17982.0,,FIN_2018_1
1524,Finland,FRESHWATER FISHES,2019,Tonnes,18693.0,,FIN_2019_1
1525,Finland,FRESHWATER FISHES,2020,Tonnes,18326.0,,FIN_2020_1
1526,Finland,FRESHWATER FISHES,2021,Tonnes,18326.0,,FIN_2021_1
1527,Finland,"CARPS, BARBELS AND OTHER CYPRINIDS",2010,Tonnes,5239.0,,FIN_2010_11
1528,Finland,"CARPS, BARBELS AND OTHER CYPRINIDS",2011,Tonnes,5239.0,,FIN_2011_11
1529,Finland,"CARPS, BARBELS AND OTHER CYPRINIDS",2012,Tonnes,3870.0,,FIN_2012_11
1530,Finland,"CARPS, BARBELS AND OTHER CYPRINIDS",2013,Tonnes,3870.0,,FIN_2013_11
1531,Finland,"CARPS, BARBELS AND OTHER CYPRINIDS",2014,Tonnes,5010.0,,FIN_2014_11
1532,Finland,"CARPS, BARBELS AND OTHER CYPRINIDS",2015,Tonnes,5010.0,,FIN_2015_11
1533,Finland,"CARPS, BARBELS AND OTHER CYPRINIDS",2016,Tonnes,4438.0,,FIN_2016_11
1534,Finland,"CARPS, BARBELS AND OTHER CYPRINIDS",2017,Tonnes,4537.0,,FIN_2017_11
1535,Finland,"CARPS, BARBELS AND OTHER CYPRINIDS",2018,Tonnes,3136.0,,FIN_2018_11
1536,Finland,"CARPS, BARBELS AND OTHER CYPRINIDS",2019,Tonnes,3338.0,,FIN_2019_11
1537,Finland,"CARPS, BARBELS AND OTHER CYPRINIDS",2020,Tonnes,3172.0,,FIN_2020_11
1538,Finland,"CARPS, BARBELS AND OTHER CYPRINIDS",2021,Tonnes,3172.0,,FIN_2021_11
1539,Finland,Cyprinids nei [Cyprinidae],2010,Tonnes,0.0,,FIN_2010_FCY
1540,Finland,Cyprinids nei [Cyprinidae],2011,Tonnes,0.0,,FIN_2011_FCY
1541,Finland,Cyprinids nei [Cyprinidae],2012,Tonnes,0.0,,FIN_2012_FCY
1542,Finland,Cyprinids nei [Cyprinidae],2013,Tonnes,0.0,,FIN_2013_FCY
1543,Finland,Cyprinids nei [Cyprinidae],2014,Tonnes,0.0,,FIN_2014_FCY
1544,Finland,Cyprinids nei [Cyprinidae],2015,Tonnes,0.0,,FIN_2015_FCY
1545,Finland,Cyprinids nei [Cyprinidae],2016,Tonnes,0.0,,FIN_2016_FCY
1546,Finland,Cyprinids nei [Cyprinidae],2017,Tonnes,0.0,,FIN_2017_FCY
1547,Finland,Cyprinids nei [Cyprinidae],2018,Tonnes,0.0,,FIN_2018_FCY
1548,Finland,Cyprinids nei [Cyprinidae],2019,Tonnes,0.0,,FIN_2019_FCY
1549,Finland,Cyprinids nei [Cyprinidae],2020,Tonnes,0.0,,FIN_2020_FCY
1550,Finland,Cyprinids nei [Cyprinidae],2021,Tonnes,0.0,,FIN_2021_FCY
1551,Finland,Freshwater bream [Abramis brama],2010,Tonnes,1555.0,,FIN_2010_FBM
1552,Finland,Freshwater bream [Abramis brama],2011,Tonnes,1555.0,,FIN_2011_FBM
1553,Finland,Freshwater bream [Abramis brama],2012,Tonnes,1161.0,,FIN_2012_FBM
1554,Finland,Freshwater bream [Abramis brama],2013,Tonnes,1161.0,,FIN_2013_FBM
1555,Finland,Freshwater bream [Abramis brama],2014,Tonnes,1754.0,,FIN_2014_FBM
1556,Finland,Freshwater bream [Abramis brama],2015,Tonnes,1754.0,,FIN_2015_FBM
1557,Finland,Freshwater bream [Abramis brama],2016,Tonnes,960.0,,FIN_2016_FBM
1558,Finland,Freshwater bream [Abramis brama],2017,Tonnes,1040.0,,FIN_2017_FBM
1559,Finland,Freshwater bream [Abramis brama],2018,Tonnes,1237.0,,FIN_2018_FBM
1560,Finland,Freshwater bream [Abramis brama],2019,Tonnes,1292.0,,FIN_2019_FBM
1561,Finland,Freshwater bream [Abramis brama],2020,Tonnes,1265.0,,FIN_2020_FBM
1562,Finland,Freshwater bream [Abramis brama],2021,Tonnes,1265.0,,FIN_2021_FBM
1563,Finland,Orfe(=Ide) [Leuciscus idus],2010,Tonnes,210.0,,FIN_2010_FID
1564,Finland,Orfe(=Ide) [Leuciscus idus],2011,Tonnes,210.0,,FIN_2011_FID
1565,Finland,Orfe(=Ide) [Leuciscus idus],2012,Tonnes,191.0,,FIN_2012_FID
1566,Finland,Orfe(=Ide) [Leuciscus idus],2013,Tonnes,191.0,,FIN_2013_FID
1567,Finland,Orfe(=Ide) [Leuciscus idus],2014,Tonnes,288.0,,FIN_2014_FID
1568,Finland,Orfe(=Ide) [Leuciscus idus],2015,Tonnes,288.0,,FIN_2015_FID
1569,Finland,Orfe(=Ide) [Leuciscus idus],2016,Tonnes,274.0,,FIN_2016_FID
1570,Finland,Orfe(=Ide) [Leuciscus idus],2017,Tonnes,274.0,,FIN_2017_FID
1571,Finland,Orfe(=Ide) [Leuciscus idus],2018,Tonnes,104.0,,FIN_2018_FID
1572,Finland,Orfe(=Ide) [Leuciscus idus],2019,Tonnes,104.0,,FIN_2019_FID
1573,Finland,Orfe(=Ide) [Leuciscus idus],2020,Tonnes,104.0,,FIN_2020_FID
1574,Finland,Orfe(=Ide) [Leuciscus idus],2021,Tonnes,104.0,,FIN_2021_FID
1575,Finland,Roach [Rutilus rutilus],2010,Tonnes,3474.0,,FIN_2010_FRO
1576,Finland,Roach [Rutilus rutilus],2011,Tonnes,3474.0,,FIN_2011_FRO
1577,Finland,Roach [Rutilus rutilus],2012,Tonnes,2518.0,,FIN_2012_FRO
1578,Finland,Roach [Rutilus rutilus],2013,Tonnes,2518.0,,FIN_2013_FRO
1579,Finland,Roach [Rutilus rutilus],2014,Tonnes,2968.0,,FIN_2014_FRO
1580,Finland,Roach [Rutilus rutilus],2015,Tonnes,2968.0,,FIN_2015_FRO
1581,Finland,Roach [Rutilus rutilus],2016,Tonnes,3204.0,,FIN_2016_FRO
1582,Finland,Roach [Rutilus rutilus],2017,Tonnes,3223.0,,FIN_2017_FRO
1583,Finland,Roach [Rutilus rutilus],2018,Tonnes,1795.0,,FIN_2018_FRO
1584,Finland,Roach [Rutilus rutilus],2019,Tonnes,1942.0,,FIN_2019_FRO
1585,Finland,Roach [Rutilus rutilus],2020,Tonnes,1803.0,,FIN_2020_FRO
1586,Finland,Roach [Rutilus rutilus],2021,Tonnes,1803.0,,FIN_2021_FRO
1587,Finland,MISCELLANEOUS FRESHWATER FISHES,2010,Tonnes,17088.0,,FIN_2010_13
1588,Finland,MISCELLANEOUS FRESHWATER FISHES,2011,Tonnes,17088.0,,FIN_2011_13
1589,Finland,MISCELLANEOUS FRESHWATER FISHES,2012,Tonnes,13705.0,,FIN_2012_13
1590,Finland,MISCELLANEOUS FRESHWATER FISHES,2013,Tonnes,13705.0,,FIN_2013_13
1591,Finland,MISCELLANEOUS FRESHWATER FISHES,2014,Tonnes,17611.0,,FIN_2014_13
1592,Finland,MISCELLANEOUS FRESHWATER FISHES,2015,Tonnes,17611.0,,FIN_2015_13
1593,Finland,MISCELLANEOUS FRESHWATER FISHES,2016,Tonnes,17529.0,,FIN_2016_13
1594,Finland,MISCELLANEOUS FRESHWATER FISHES,2017,Tonnes,17539.0,,FIN_2017_13
1595,Finland,MISCELLANEOUS FRESHWATER FISHES,2018,Tonnes,14846.0,,FIN_2018_13
1596,Finland,MISCELLANEOUS FRESHWATER FISHES,2019,Tonnes,15355.0,,FIN_2019_13
1597,Finland,MISCELLANEOUS FRESHWATER FISHES,2020,Tonnes,15154.0,,FIN_2020_13
1598,Finland,MISCELLANEOUS FRESHWATER FISHES,2021,Tonnes,15154.0,,FIN_2021_13
1599,Finland,Burbot [Lota lota],2010,Tonnes,715.0,,FIN_2010_FBU
1600,Finland,Burbot [Lota lota],2011,Tonnes,715.0,,FIN_2011_FBU
1601,Finland,Burbot [Lota lota],2012,Tonnes,528.0,,FIN_2012_FBU
1602,Finland,Burbot [Lota lota],2013,Tonnes,528.0,,FIN_2013_FBU
1603,Finland,Burbot [Lota lota],2014,Tonnes,423.0,,FIN_2014_FBU
1604,Finland,Burbot [Lota lota],2015,Tonnes,423.0,,FIN_2015_FBU
1605,Finland,Burbot [Lota lota],2016,Tonnes,461.0,,FIN_2016_FBU
1606,Finland,Burbot [Lota lota],2017,Tonnes,459.0,,FIN_2017_FBU
1607,Finland,Burbot [Lota lota],2018,Tonnes,282.0,,FIN_2018_FBU
1608,Finland,Burbot [Lota lota],2019,Tonnes,291.0,,FIN_2019_FBU
1609,Finland,Burbot [Lota lota],2020,Tonnes,286.0,,FIN_2020_FBU
1610,Finland,Burbot [Lota lota],2021,Tonnes,286.0,,FIN_2021_FBU
1611,Finland,European perch [Perca fluviatilis],2010,Tonnes,6252.0,,FIN_2010_FPE
1612,Finland,European perch [Perca fluviatilis],2011,Tonnes,6252.0,,FIN_2011_FPE
1613,Finland,European perch [Perca fluviatilis],2012,Tonnes,5281.0,,FIN_2012_FPE
1614,Finland,European perch [Perca fluviatilis],2013,Tonnes,5281.0,,FIN_2013_FPE
1615,Finland,European perch [Perca fluviatilis],2014,Tonnes,6890.0,,FIN_2014_FPE
1616,Finland,European perch [Perca fluviatilis],2015,Tonnes,6890.0,,FIN_2015_FPE
1617,Finland,European perch [Perca fluviatilis],2016,Tonnes,5683.0,,FIN_2016_FPE
1618,Finland,European perch [Perca fluviatilis],2017,Tonnes,5645.0,,FIN_2017_FPE
1619,Finland,European perch [Perca fluviatilis],2018,Tonnes,5230.0,,FIN_2018_FPE
1620,Finland,European perch [Perca fluviatilis],2019,Tonnes,5369.0,,FIN_2019_FPE
1621,Finland,European perch [Perca fluviatilis],2020,Tonnes,5341.0,,FIN_2020_FPE
1622,Finland,European perch [Perca fluviatilis],2021,Tonnes,5341.0,,FIN_2021_FPE
1623,Finland,Freshwater fishes nei [Actinopterygii],2010,Tonnes,710.0,,FIN_2010_FRF
1624,Finland,Freshwater fishes nei [Actinopterygii],2011,Tonnes,710.0,,FIN_2011_FRF
1625,Finland,Freshwater fishes nei [Actinopterygii],2012,Tonnes,203.0,,FIN_2012_FRF
1626,Finland,Freshwater fishes nei [Actinopterygii],2013,Tonnes,203.0,,FIN_2013_FRF
1627,Finland,Freshwater fishes nei [Actinopterygii],2014,Tonnes,377.0,,FIN_2014_FRF
1628,Finland,Freshwater fishes nei [Actinopterygii],2015,Tonnes,377.0,,FIN_2015_FRF
1629,Finland,Freshwater fishes nei [Actinopterygii],2016,Tonnes,1227.0,,FIN_2016_FRF
1630,Finland,Freshwater fishes nei [Actinopterygii],2017,Tonnes,1233.0,,FIN_2017_FRF
1631,Finland,Freshwater fishes nei [Actinopterygii],2018,Tonnes,358.0,,FIN_2018_FRF
1632,Finland,Freshwater fishes nei [Actinopterygii],2019,Tonnes,465.0,,FIN_2019_FRF
1633,Finland,Freshwater fishes nei [Actinopterygii],2020,Tonnes,355.0,,FIN_2020_FRF
1634,Finland,Freshwater fishes nei [Actinopterygii],2021,Tonnes,355.0,,FIN_2021_FRF
1635,Finland,Northern pike [Esox lucius],2010,Tonnes,6558.0,,FIN_2010_FPI
1636,Finland,Northern pike [Esox lucius],2011,Tonnes,6558.0,,FIN_2011_FPI
1637,Finland,Northern pike [Esox lucius],2012,Tonnes,4819.0,,FIN_2012_FPI
1638,Finland,Northern pike [Esox lucius],2013,Tonnes,4819.0,,FIN_2013_FPI
1639,Finland,Northern pike [Esox lucius],2014,Tonnes,6496.0,,FIN_2014_FPI
1640,Finland,Northern pike [Esox lucius],2015,Tonnes,6496.0,,FIN_2015_FPI
1641,Finland,Northern pike [Esox lucius],2016,Tonnes,5866.0,,FIN_2016_FPI
1642,Finland,Northern pike [Esox lucius],2017,Tonnes,5915.0,,FIN_2017_FPI
1643,Finland,Northern pike [Esox lucius],2018,Tonnes,5476.0,,FIN_2018_FPI
1644,Finland,Northern pike [Esox lucius],2019,Tonnes,5578.0,,FIN_2019_FPI
1645,Finland,Northern pike [Esox lucius],2020,Tonnes,5487.0,,FIN_2020_FPI
1646,Finland,Northern pike [Esox lucius],2021,Tonnes,5487.0,,FIN_2021_FPI
1647,Finland,Pike-perch [Sander lucioperca],2010,Tonnes,2853.0,,FIN_2010_FPP
1648,Finland,Pike-perch [Sander lucioperca],2011,Tonnes,2853.0,,FIN_2011_FPP
1649,Finland,Pike-perch [Sander lucioperca],2012,Tonnes,2874.0,,FIN_2012_FPP
1650,Finland,Pike-perch [Sander lucioperca],2013,Tonnes,2874.0,,FIN_2013_FPP
1651,Finland,Pike-perch [Sander lucioperca],2014,Tonnes,3425.0,,FIN_2014_FPP
1652,Finland,Pike-perch [Sander lucioperca],2015,Tonnes,3425.0,,FIN_2015_FPP
1653,Finland,Pike-perch [Sander lucioperca],2016,Tonnes,4292.0,,FIN_2016_FPP
1654,Finland,Pike-perch [Sander lucioperca],2017,Tonnes,4287.0,,FIN_2017_FPP
1655,Finland,Pike-perch [Sander lucioperca],2018,Tonnes,3500.0,,FIN_2018_FPP
1656,Finland,Pike-perch [Sander lucioperca],2019,Tonnes,3652.0,,FIN_2019_FPP
1657,Finland,Pike-perch [Sander lucioperca],2020,Tonnes,3685.0,,FIN_2020_FPP
1658,Finland,Pike-perch [Sander lucioperca],2021,Tonnes,3685.0,,FIN_2021_FPP
1659,Finland,DIADROMOUS FISHES,2010,Tonnes,6317.0,,FIN_2010_2
1660,Finland,DIADROMOUS FISHES,2011,Tonnes,6317.0,,FIN_2011_2
1661,Finland,DIADROMOUS FISHES,2012,Tonnes,5787.0,,FIN_2012_2
1662,Finland,DIADROMOUS FISHES,2013,Tonnes,5787.0,,FIN_2013_2
1663,Finland,DIADROMOUS FISHES,2014,Tonnes,6696.0,,FIN_2014_2
1664,Finland,DIADROMOUS FISHES,2015,Tonnes,6696.0,,FIN_2015_2
1665,Finland,DIADROMOUS FISHES,2016,Tonnes,5919.0,,FIN_2016_2
1666,Finland,DIADROMOUS FISHES,2017,Tonnes,6474.0,,FIN_2017_2
1667,Finland,DIADROMOUS FISHES,2018,Tonnes,5317.0,,FIN_2018_2
1668,Finland,DIADROMOUS FISHES,2019,Tonnes,5825.0,,FIN_2019_2
1669,Finland,DIADROMOUS FISHES,2020,Tonnes,5112.0,,FIN_2020_2
1670,Finland,DIADROMOUS FISHES,2021,Tonnes,5112.0,,FIN_2021_2
1671,Finland,RIVER EELS,2010,Tonnes,9.0,,FIN_2010_22
1672,Finland,RIVER EELS,2011,Tonnes,9.0,,FIN_2011_22
1673,Finland,RIVER EELS,2012,Tonnes,3.0,,FIN_2012_22
1674,Finland,RIVER EELS,2013,Tonnes,3.0,,FIN_2013_22
1675,Finland,RIVER EELS,2014,Tonnes,11.0,,FIN_2014_22
1676,Finland,RIVER EELS,2015,Tonnes,11.0,,FIN_2015_22
1677,Finland,RIVER EELS,2016,Tonnes,1.0,,FIN_2016_22
1678,Finland,RIVER EELS,2017,Tonnes,1.0,,FIN_2017_22
1679,Finland,RIVER EELS,2018,Tonnes,2.0,,FIN_2018_22
1680,Finland,RIVER EELS,2019,Tonnes,2.0,,FIN_2019_22
1681,Finland,RIVER EELS,2020,Tonnes,2.0,,FIN_2020_22
1682,Finland,RIVER EELS,2021,Tonnes,2.0,,FIN_2021_22
1683,Finland,European eel [Anguilla anguilla],2010,Tonnes,9.0,,FIN_2010_ELE
1684,Finland,European eel [Anguilla anguilla],2011,Tonnes,9.0,,FIN_2011_ELE
1685,Finland,European eel [Anguilla anguilla],2012,Tonnes,3.0,,FIN_2012_ELE
1686,Finland,European eel [Anguilla anguilla],2013,Tonnes,3.0,,FIN_2013_ELE
1687,Finland,European eel [Anguilla anguilla],2014,Tonnes,11.0,,FIN_2014_ELE
1688,Finland,European eel [Anguilla anguilla],2015,Tonnes,11.0,,FIN_2015_ELE
1689,Finland,European eel [Anguilla anguilla],2016,Tonnes,1.0,,FIN_2016_ELE
1690,Finland,European eel [Anguilla anguilla],2017,Tonnes,1.0,,FIN_2017_ELE
1691,Finland,European eel [Anguilla anguilla],2018,Tonnes,2.0,,FIN_2018_ELE
1692,Finland,European eel [Anguilla anguilla],2019,Tonnes,2.0,,FIN_2019_ELE
1693,Finland,European eel [Anguilla anguilla],2020,Tonnes,2.0,,FIN_2020_ELE
1694,Finland,European eel [Anguilla anguilla],2021,Tonnes,2.0,,FIN_2021_ELE
1695,Finland,CRUSTACEANS,2010,Tonnes,230.0,,FIN_2010_4
1696,Finland,CRUSTACEANS,2011,Tonnes,230.0,,FIN_2011_4
1697,Finland,CRUSTACEANS,2012,Tonnes,121.0,,FIN_2012_4
1698,Finland,CRUSTACEANS,2013,Tonnes,121.0,,FIN_2013_4
1699,Finland,CRUSTACEANS,2014,Tonnes,152.0,,FIN_2014_4
1700,Finland,CRUSTACEANS,2015,Tonnes,152.0,,FIN_2015_4
1701,Finland,CRUSTACEANS,2016,Tonnes,159.0,,FIN_2016_4
1702,Finland,CRUSTACEANS,2017,Tonnes,159.0,,FIN_2017_4
1703,Finland,CRUSTACEANS,2018,Tonnes,129.0,,FIN_2018_4
1704,Finland,CRUSTACEANS,2019,Tonnes,135.0,,FIN_2019_4
1705,Finland,CRUSTACEANS,2020,Tonnes,136.0,,FIN_2020_4
1706,Finland,CRUSTACEANS,2021,Tonnes,136.0,,FIN_2021_4
1707,Finland,FRESHWATER CRUSTACEANS,2010,Tonnes,230.0,,FIN_2010_41
1708,Finland,FRESHWATER CRUSTACEANS,2011,Tonnes,230.0,,FIN_2011_41
1709,Finland,FRESHWATER CRUSTACEANS,2012,Tonnes,121.0,,FIN_2012_41
1710,Finland,FRESHWATER CRUSTACEANS,2013,Tonnes,121.0,,FIN_2013_41
1711,Finland,FRESHWATER CRUSTACEANS,2014,Tonnes,152.0,,FIN_2014_41
1712,Finland,FRESHWATER CRUSTACEANS,2015,Tonnes,152.0,,FIN_2015_41
1713,Finland,FRESHWATER CRUSTACEANS,2016,Tonnes,159.0,,FIN_2016_41
1714,Finland,FRESHWATER CRUSTACEANS,2017,Tonnes,159.0,,FIN_2017_41
1715,Finland,FRESHWATER CRUSTACEANS,2018,Tonnes,129.0,,FIN_2018_41
1716,Finland,FRESHWATER CRUSTACEANS,2019,Tonnes,135.0,,FIN_2019_41
1717,Finland,FRESHWATER CRUSTACEANS,2020,Tonnes,136.0,,FIN_2020_41
1718,Finland,FRESHWATER CRUSTACEANS,2021,Tonnes,136.0,,FIN_2021_41
1719,Finland,"SALMONS, TROUTS, SMELTS",2010,Tonnes,6308.0,,FIN_2010_23
1720,Finland,"SALMONS, TROUTS, SMELTS",2011,Tonnes,6308.0,,FIN_2011_23
1721,Finland,"SALMONS, TROUTS, SMELTS",2012,Tonnes,5784.0,,FIN_2012_23
1722,Finland,"SALMONS, TROUTS, SMELTS",2013,Tonnes,5784.0,,FIN_2013_23
1723,Finland,"SALMONS, TROUTS, SMELTS",2014,Tonnes,6685.0,,FIN_2014_23
1724,Finland,"SALMONS, TROUTS, SMELTS",2015,Tonnes,6685.0,,FIN_2015_23
1725,Finland,"SALMONS, TROUTS, SMELTS",2016,Tonnes,5918.0,,FIN_2016_23
1726,Finland,"SALMONS, TROUTS, SMELTS",2017,Tonnes,6473.0,,FIN_2017_23
1727,Finland,"SALMONS, TROUTS, SMELTS",2018,Tonnes,5315.0,,FIN_2018_23
1728,Finland,"SALMONS, TROUTS, SMELTS",2019,Tonnes,5823.0,,FIN_2019_23
1729,Finland,"SALMONS, TROUTS, SMELTS",2020,Tonnes,5110.0,,FIN_2020_23
1730,Finland,"SALMONS, TROUTS, SMELTS",2021,Tonnes,5110.0,,FIN_2021_23
1731,Finland,Atlantic salmon [Salmo salar],2010,Tonnes,160.0,,FIN_2010_SAL
1732,Finland,Atlantic salmon [Salmo salar],2011,Tonnes,160.0,,FIN_2011_SAL
1733,Finland,Atlantic salmon [Salmo salar],2012,Tonnes,145.0,,FIN_2012_SAL
1734,Finland,Atlantic salmon [Salmo salar],2013,Tonnes,145.0,,FIN_2013_SAL
1735,Finland,Atlantic salmon [Salmo salar],2014,Tonnes,309.0,,FIN_2014_SAL
1736,Finland,Atlantic salmon [Salmo salar],2015,Tonnes,309.0,,FIN_2015_SAL
1737,Finland,Atlantic salmon [Salmo salar],2016,Tonnes,338.0,,FIN_2016_SAL
1738,Finland,Atlantic salmon [Salmo salar],2017,Tonnes,337.0,,FIN_2017_SAL
1739,Finland,Atlantic salmon [Salmo salar],2018,Tonnes,274.0,,FIN_2018_SAL
1740,Finland,Atlantic salmon [Salmo salar],2019,Tonnes,284.0,,FIN_2019_SAL
1741,Finland,Atlantic salmon [Salmo salar],2020,Tonnes,279.0,,FIN_2020_SAL
1742,Finland,Atlantic salmon [Salmo salar],2021,Tonnes,279.0,,FIN_2021_SAL
1743,Finland,European smelt [Osmerus eperlanus],2010,Tonnes,178.0,,FIN_2010_SME
1744,Finland,European smelt [Osmerus eperlanus],2011,Tonnes,178.0,,FIN_2011_SME
1745,Finland,European smelt [Osmerus eperlanus],2012,Tonnes,192.0,,FIN_2012_SME
1746,Finland,European smelt [Osmerus eperlanus],2013,Tonnes,192.0,,FIN_2013_SME
1747,Finland,European smelt [Osmerus eperlanus],2014,Tonnes,630.0,,FIN_2014_SME
1748,Finland,European smelt [Osmerus eperlanus],2015,Tonnes,630.0,,FIN_2015_SME
1749,Finland,European smelt [Osmerus eperlanus],2016,Tonnes,289.0,,FIN_2016_SME
1750,Finland,European smelt [Osmerus eperlanus],2017,Tonnes,480.0,,FIN_2017_SME
1751,Finland,European smelt [Osmerus eperlanus],2018,Tonnes,228.0,,FIN_2018_SME
1752,Finland,European smelt [Osmerus eperlanus],2019,Tonnes,468.0,,FIN_2019_SME
1753,Finland,European smelt [Osmerus eperlanus],2020,Tonnes,313.0,,FIN_2020_SME
1754,Finland,European smelt [Osmerus eperlanus],2021,Tonnes,313.0,,FIN_2021_SME
1755,Finland,European whitefish [Coregonus lavaretus],2010,Tonnes,812.0,,FIN_2010_PLN
1756,Finland,European whitefish [Coregonus lavaretus],2011,Tonnes,812.0,,FIN_2011_PLN
1757,Finland,European whitefish [Coregonus lavaretus],2012,Tonnes,670.0,,FIN_2012_PLN
1758,Finland,European whitefish [Coregonus lavaretus],2013,Tonnes,670.0,,FIN_2013_PLN
1759,Finland,European whitefish [Coregonus lavaretus],2014,Tonnes,819.0,,FIN_2014_PLN
1760,Finland,European whitefish [Coregonus lavaretus],2015,Tonnes,819.0,,FIN_2015_PLN
1761,Finland,European whitefish [Coregonus lavaretus],2016,Tonnes,649.0,,FIN_2016_PLN
1762,Finland,European whitefish [Coregonus lavaretus],2017,Tonnes,645.0,,FIN_2017_PLN
1763,Finland,European whitefish [Coregonus lavaretus],2018,Tonnes,842.0,,FIN_2018_PLN
1764,Finland,European whitefish [Coregonus lavaretus],2019,Tonnes,902.0,,FIN_2019_PLN
1765,Finland,European whitefish [Coregonus lavaretus],2020,Tonnes,869.0,,FIN_2020_PLN
1766,Finland,European whitefish [Coregonus lavaretus],2021,Tonnes,869.0,,FIN_2021_PLN
1767,Finland,Grayling [Thymallus thymallus],2010,Tonnes,105.0,,FIN_2010_TLV
1768,Finland,Grayling [Thymallus thymallus],2011,Tonnes,105.0,,FIN_2011_TLV
1769,Finland,Grayling [Thymallus thymallus],2012,Tonnes,96.0,,FIN_2012_TLV
1770,Finland,Grayling [Thymallus thymallus],2013,Tonnes,96.0,,FIN_2013_TLV
1771,Finland,Grayling [Thymallus thymallus],2014,Tonnes,163.0,,FIN_2014_TLV
1772,Finland,Grayling [Thymallus thymallus],2015,Tonnes,163.0,,FIN_2015_TLV
1773,Finland,Grayling [Thymallus thymallus],2016,Tonnes,128.0,,FIN_2016_TLV
1774,Finland,Grayling [Thymallus thymallus],2017,Tonnes,128.0,,FIN_2017_TLV
1775,Finland,Grayling [Thymallus thymallus],2018,Tonnes,165.0,,FIN_2018_TLV
1776,Finland,Grayling [Thymallus thymallus],2019,Tonnes,165.0,,FIN_2019_TLV
1777,Finland,Grayling [Thymallus thymallus],2020,Tonnes,165.0,,FIN_2020_TLV
1778,Finland,Grayling [Thymallus thymallus],2021,Tonnes,165.0,,FIN_2021_TLV
1779,Finland,Rainbow trout [Oncorhynchus mykiss],2010,Tonnes,362.0,,FIN_2010_TRR
1780,Finland,Rainbow trout [Oncorhynchus mykiss],2011,Tonnes,362.0,,FIN_2011_TRR
1781,Finland,Rainbow trout [Oncorhynchus mykiss],2012,Tonnes,311.0,,FIN_2012_TRR
1782,Finland,Rainbow trout [Oncorhynchus mykiss],2013,Tonnes,311.0,,FIN_2013_TRR
1783,Finland,Rainbow trout [Oncorhynchus mykiss],2014,Tonnes,359.0,,FIN_2014_TRR
1784,Finland,Rainbow trout [Oncorhynchus mykiss],2015,Tonnes,359.0,,FIN_2015_TRR
1785,Finland,Rainbow trout [Oncorhynchus mykiss],2016,Tonnes,585.0,,FIN_2016_TRR
1786,Finland,Rainbow trout [Oncorhynchus mykiss],2017,Tonnes,585.0,,FIN_2017_TRR
1787,Finland,Rainbow trout [Oncorhynchus mykiss],2018,Tonnes,348.0,,FIN_2018_TRR
1788,Finland,Rainbow trout [Oncorhynchus mykiss],2019,Tonnes,348.0,,FIN_2019_TRR
1789,Finland,Rainbow trout [Oncorhynchus mykiss],2020,Tonnes,348.0,,FIN_2020_TRR
1790,Finland,Rainbow trout [Oncorhynchus mykiss],2021,Tonnes,348.0,,FIN_2021_TRR
1791,Finland,Sea trout [Salmo trutta],2010,Tonnes,263.0,,FIN_2010_TRS
1792,Finland,Sea trout [Salmo trutta],2011,Tonnes,263.0,,FIN_2011_TRS
1793,Finland,Sea trout [Salmo trutta],2012,Tonnes,231.0,,FIN_2012_TRS
