,Country,Species,Year,aq_TON,aq_TON_Value,aq_TON_Flags,COUNTRY_YEAR_SPECIES,aq_USD,aq_USD_Value,aq_USD_Flags
6016,United States,Cupped oysters nei [Crassostrea spp],2012,Tonnes,1273.0,,USA_2012_OYC,US Dollar,5753960.0,
6017,United States,Cupped oysters nei [Crassostrea spp],2013,Tonnes,1273.0,,USA_2013_OYC,US Dollar,5753960.0,
6018,United States,Cupped oysters nei [Crassostrea spp],2014,Tonnes,2173.0,,USA_2014_OYC,US Dollar,6888410.0,
6019,United States,Cupped oysters nei [Crassostrea spp],2015,Tonnes,1220.0,,USA_2015_OYC,US Dollar,6697800.0,
6020,United States,Cupped oysters nei [Crassostrea spp],2016,Tonnes,2396.0,,USA_2016_OYC,US Dollar,7858880.0,
6021,United States,Cupped oysters nei [Crassostrea spp],2017,Tonnes,2639.0,,USA_2017_OYC,US Dollar,8392020.0,
6022,United States,Cupped oysters nei [Crassostrea spp],2018,Tonnes,2639.0,,USA_2018_OYC,US Dollar,8392020.0,
6023,United States,Cupped oysters nei [Crassostrea spp],2019,Tonnes,329.101,,USA_2019_OYC,US Dollar,1046541.0,Estimated value
6024,United States,Cupped oysters nei [Crassostrea spp],2020,Tonnes,822.0,,USA_2020_OYC,US Dollar,5359440.0,
6025,United States,Cupped oysters nei [Crassostrea spp],2021,Tonnes,822.0,Estimated value,USA_2021_OYC,US Dollar,5359440.0,Estimated value
6026,United States,European flat oyster [Ostrea edulis],2012,Tonnes,4.0,,USA_2012_OYF,US Dollar,14640.0,
6027,United States,European flat oyster [Ostrea edulis],2013,Tonnes,4.0,,USA_2013_OYF,US Dollar,14640.0,
6028,United States,Olympia oyster [Ostrea conchaphila],2012,Tonnes,0.0,,USA_2012_OYH,US Dollar,0.0,
6029,United States,Olympia oyster [Ostrea conchaphila],2013,Tonnes,0.0,,USA_2013_OYH,US Dollar,0.0,
6030,United States,Olympia oyster [Ostrea conchaphila],2014,Tonnes,0.0,,USA_2014_OYH,US Dollar,0.0,
6031,United States,Olympia oyster [Ostrea conchaphila],2019,Tonnes,20.0,,USA_2019_OYH,US Dollar,13000.0,
6032,United States,Olympia oyster [Ostrea conchaphila],2020,Tonnes,3.5,,USA_2020_OYH,US Dollar,33600.0,
6033,United States,Olympia oyster [Ostrea conchaphila],2021,Tonnes,3.5,Estimated value,USA_2021_OYH,US Dollar,33600.0,Estimated value
6034,United States,Pacific cupped oyster [Magallana gigas],2012,Tonnes,31529.0,,USA_2012_OYG,US Dollar,55491040.0,
6035,United States,Pacific cupped oyster [Magallana gigas],2013,Tonnes,23381.0,,USA_2013_OYG,US Dollar,81599690.0,
6036,United States,Pacific cupped oyster [Magallana gigas],2014,Tonnes,29116.0,,USA_2014_OYG,US Dollar,46294440.0,
6037,United States,Pacific cupped oyster [Magallana gigas],2015,Tonnes,29116.0,,USA_2015_OYG,US Dollar,46294440.0,
6038,United States,Pacific cupped oyster [Magallana gigas],2016,Tonnes,25296.0,,USA_2016_OYG,US Dollar,56410080.0,
6039,United States,Pacific cupped oyster [Magallana gigas],2017,Tonnes,25845.0,,USA_2017_OYG,US Dollar,53499150.0,
6040,United States,Pacific cupped oyster [Magallana gigas],2018,Tonnes,23797.0,,USA_2018_OYG,US Dollar,82813560.0,
6041,United States,Pacific cupped oyster [Magallana gigas],2019,Tonnes,26199.88,,USA_2019_OYG,US Dollar,52831927.0,
6042,United States,Pacific cupped oyster [Magallana gigas],2020,Tonnes,21311.599,,USA_2020_OYG,US Dollar,37423402.0,
6043,United States,Pacific cupped oyster [Magallana gigas],2021,Tonnes,21311.599,Estimated value,USA_2021_OYG,US Dollar,37423402.0,Estimated value
6044,United States,Flat oysters nei [Ostrea spp],2012,Tonnes,0.0,,USA_2012_OYX,US Dollar,0.0,
6045,United States,Flat oysters nei [Ostrea spp],2013,Tonnes,0.0,,USA_2013_OYX,US Dollar,0.0,
6046,United States,Flat oysters nei [Ostrea spp],2014,Tonnes,0.0,,USA_2014_OYX,US Dollar,0.0,
6047,United States,Flat oysters nei [Ostrea spp],2015,Tonnes,0.0,,USA_2015_OYX,US Dollar,0.0,
6048,United States,Flat oysters nei [Ostrea spp],2016,Tonnes,0.0,,USA_2016_OYX,US Dollar,0.0,
6049,United States,MUSSELS,2012,Tonnes,3127.0,,USA_2012_54,US Dollar,10006400.0,
6050,United States,MUSSELS,2013,Tonnes,2228.0,,USA_2013_54,US Dollar,7798000.0,
6051,United States,MUSSELS,2014,Tonnes,1744.0,,USA_2014_54,US Dollar,9783840.0,
6052,United States,MUSSELS,2015,Tonnes,1788.0,,USA_2015_54,US Dollar,10191600.0,
6053,United States,MUSSELS,2016,Tonnes,2225.0,,USA_2016_54,US Dollar,10479750.0,
6054,United States,MUSSELS,2017,Tonnes,2201.0,,USA_2017_54,US Dollar,10388720.0,
6055,United States,MUSSELS,2018,Tonnes,2165.0,,USA_2018_54,US Dollar,9590950.0,
6056,United States,MUSSELS,2019,Tonnes,2250.476,,USA_2019_54,US Dollar,10619938.0,
6057,United States,MUSSELS,2020,Tonnes,2250.476,,USA_2020_54,US Dollar,5243609.0,
6058,United States,MUSSELS,2021,Tonnes,2250.476,Estimated value,USA_2021_54,US Dollar,5243609.0,Estimated value
6059,United States,Blue mussel [Mytilus edulis],2012,Tonnes,3127.0,,USA_2012_MUS,US Dollar,10006400.0,
6060,United States,Blue mussel [Mytilus edulis],2013,Tonnes,2228.0,,USA_2013_MUS,US Dollar,7798000.0,
6061,United States,Blue mussel [Mytilus edulis],2014,Tonnes,1744.0,,USA_2014_MUS,US Dollar,9783840.0,
6062,United States,Blue mussel [Mytilus edulis],2015,Tonnes,1788.0,,USA_2015_MUS,US Dollar,10191600.0,
6063,United States,Blue mussel [Mytilus edulis],2016,Tonnes,2225.0,,USA_2016_MUS,US Dollar,10479750.0,
6064,United States,Blue mussel [Mytilus edulis],2017,Tonnes,2201.0,,USA_2017_MUS,US Dollar,10388720.0,
6065,United States,Blue mussel [Mytilus edulis],2018,Tonnes,2165.0,,USA_2018_MUS,US Dollar,9590950.0,
6066,United States,Blue mussel [Mytilus edulis],2019,Tonnes,2250.476,,USA_2019_MUS,US Dollar,10619938.0,
6067,United States,Blue mussel [Mytilus edulis],2020,Tonnes,2250.476,,USA_2020_MUS,US Dollar,5243609.0,
6068,United States,Blue mussel [Mytilus edulis],2021,Tonnes,2250.476,Estimated value,USA_2021_MUS,US Dollar,5243609.0,Estimated value
6069,United States,"SCALLOPS, PECTENS",2012,Tonnes,0.0,,USA_2012_55,US Dollar,0.0,
6070,United States,"SCALLOPS, PECTENS",2013,Tonnes,0.0,,USA_2013_55,US Dollar,0.0,
6071,United States,"SCALLOPS, PECTENS",2014,Tonnes,0.0,,USA_2014_55,US Dollar,0.0,
6072,United States,Scallops nei [Pectinidae],2012,Tonnes,0.0,,USA_2012_SCX,US Dollar,0.0,
6073,United States,Scallops nei [Pectinidae],2013,Tonnes,0.0,,USA_2013_SCX,US Dollar,0.0,
6074,United States,Scallops nei [Pectinidae],2014,Tonnes,0.0,,USA_2014_SCX,US Dollar,0.0,
6075,United States,"CLAMS, COCKLES, ARKSHELLS",2012,Tonnes,33099.0,,USA_2012_56,US Dollar,98850030.0,
6076,United States,"CLAMS, COCKLES, ARKSHELLS",2013,Tonnes,29371.0,,USA_2013_56,US Dollar,107205570.0,
6077,United States,"CLAMS, COCKLES, ARKSHELLS",2014,Tonnes,33393.0,,USA_2014_56,US Dollar,102248140.0,
6078,United States,"CLAMS, COCKLES, ARKSHELLS",2015,Tonnes,33354.0,,USA_2015_56,US Dollar,100201670.0,
6079,United States,"CLAMS, COCKLES, ARKSHELLS",2016,Tonnes,30442.0,,USA_2016_56,US Dollar,137083720.0,
6080,United States,"CLAMS, COCKLES, ARKSHELLS",2017,Tonnes,28430.0,,USA_2017_56,US Dollar,128536910.0,
6081,United States,"CLAMS, COCKLES, ARKSHELLS",2018,Tonnes,24970.0,,USA_2018_56,US Dollar,123318060.0,
6082,United States,"CLAMS, COCKLES, ARKSHELLS",2019,Tonnes,35983.285,,USA_2019_56,US Dollar,119892805.0,
6083,United States,"CLAMS, COCKLES, ARKSHELLS",2020,Tonnes,32007.574,,USA_2020_56,US Dollar,99798964.0,
6084,United States,"CLAMS, COCKLES, ARKSHELLS",2021,Tonnes,32007.574,Estimated value,USA_2021_56,US Dollar,99798964.0,Estimated value
6085,United States,Butter clam [Saxidomus giganteus],2012,Tonnes,10.0,,USA_2012_BCL,US Dollar,10800.0,
6086,United States,Butter clam [Saxidomus giganteus],2013,Tonnes,14.0,,USA_2013_BCL,US Dollar,9940.0,
6087,United States,Butter clam [Saxidomus giganteus],2014,Tonnes,13.0,,USA_2014_BCL,US Dollar,18070.0,
6088,United States,Butter clam [Saxidomus giganteus],2015,Tonnes,19.0,,USA_2015_BCL,US Dollar,43320.0,
6089,United States,Butter clam [Saxidomus giganteus],2016,Tonnes,13.0,,USA_2016_BCL,US Dollar,46020.0,
6090,United States,Butter clam [Saxidomus giganteus],2017,Tonnes,16.0,,USA_2017_BCL,US Dollar,44160.0,
6091,United States,Butter clam [Saxidomus giganteus],2018,Tonnes,16.0,,USA_2018_BCL,US Dollar,44160.0,
6092,United States,Butter clam [Saxidomus giganteus],2019,Tonnes,12.39,,USA_2019_BCL,US Dollar,32818.0,
6093,United States,Butter clam [Saxidomus giganteus],2020,Tonnes,12.39,,USA_2020_BCL,US Dollar,32818.0,
6094,United States,Butter clam [Saxidomus giganteus],2021,Tonnes,12.39,Estimated value,USA_2021_BCL,US Dollar,32818.0,Estimated value
6095,United States,Cockles nei [Cardiidae],2012,Tonnes,1.0,,USA_2012_COZ,US Dollar,2200.0,
6096,United States,Cockles nei [Cardiidae],2013,Tonnes,0.0,,USA_2013_COZ,US Dollar,0.0,
6097,United States,Cockles nei [Cardiidae],2014,Tonnes,1.0,,USA_2014_COZ,US Dollar,3350.0,
6098,United States,Cockles nei [Cardiidae],2015,Tonnes,0.0,,USA_2015_COZ,US Dollar,0.0,
6099,United States,Cockles nei [Cardiidae],2016,Tonnes,0.0,,USA_2016_COZ,US Dollar,0.0,
6100,United States,Japanese carpet shell [Ruditapes philippinarum],2012,Tonnes,4126.0,,USA_2012_CLJ,US Dollar,21207640.0,
6101,United States,Japanese carpet shell [Ruditapes philippinarum],2013,Tonnes,3797.0,,USA_2013_CLJ,US Dollar,23009820.0,
6102,United States,Japanese carpet shell [Ruditapes philippinarum],2014,Tonnes,3374.0,,USA_2014_CLJ,US Dollar,19636680.0,
6103,United States,Japanese carpet shell [Ruditapes philippinarum],2015,Tonnes,3552.0,,USA_2015_CLJ,US Dollar,21027840.0,
6104,United States,Japanese carpet shell [Ruditapes philippinarum],2016,Tonnes,4075.0,,USA_2016_CLJ,US Dollar,23146000.0,
6105,United States,Japanese carpet shell [Ruditapes philippinarum],2017,Tonnes,3650.0,,USA_2017_CLJ,US Dollar,21206500.0,
6106,United States,Japanese carpet shell [Ruditapes philippinarum],2018,Tonnes,4172.0,,USA_2018_CLJ,US Dollar,24239320.0,
6107,United States,Japanese carpet shell [Ruditapes philippinarum],2019,Tonnes,5178.893,,USA_2019_CLJ,US Dollar,31082771.0,
6108,United States,Japanese carpet shell [Ruditapes philippinarum],2020,Tonnes,3555.0,,USA_2020_CLJ,US Dollar,17526150.0,
6109,United States,Japanese carpet shell [Ruditapes philippinarum],2021,Tonnes,3555.0,Estimated value,USA_2021_CLJ,US Dollar,17526150.0,Estimated value
6110,United States,Northern quahog(=Hard clam) [Mercenaria mercenaria],2012,Tonnes,27704.0,,USA_2012_CLH,US Dollar,60394720.0,
6111,United States,Northern quahog(=Hard clam) [Mercenaria mercenaria],2013,Tonnes,24149.0,,USA_2013_CLH,US Dollar,59165050.0,
6112,United States,Northern quahog(=Hard clam) [Mercenaria mercenaria],2014,Tonnes,28403.0,,USA_2014_CLH,US Dollar,63338690.0,
6113,United States,Northern quahog(=Hard clam) [Mercenaria mercenaria],2015,Tonnes,28403.0,,USA_2015_CLH,US Dollar,63338690.0,
6114,United States,Northern quahog(=Hard clam) [Mercenaria mercenaria],2016,Tonnes,24776.0,,USA_2016_CLH,US Dollar,81265280.0,
6115,United States,Northern quahog(=Hard clam) [Mercenaria mercenaria],2017,Tonnes,23339.0,,USA_2017_CLH,US Dollar,78185650.0,
6116,United States,Northern quahog(=Hard clam) [Mercenaria mercenaria],2018,Tonnes,18775.0,,USA_2018_CLH,US Dollar,52194500.0,
6117,United States,Northern quahog(=Hard clam) [Mercenaria mercenaria],2019,Tonnes,29423.198,,USA_2019_CLH,US Dollar,60019793.0,
6118,United States,Northern quahog(=Hard clam) [Mercenaria mercenaria],2020,Tonnes,27233.0,,USA_2020_CLH,US Dollar,56644640.0,
6119,United States,Northern quahog(=Hard clam) [Mercenaria mercenaria],2021,Tonnes,27233.0,Estimated value,USA_2021_CLH,US Dollar,56644640.0,Estimated value
6120,United States,Pacific geoduck [Panopea generosa],2012,Tonnes,534.0,,USA_2012_GEC,US Dollar,16639440.0,
6121,United States,Pacific geoduck [Panopea generosa],2013,Tonnes,727.0,,USA_2013_GEC,US Dollar,24449010.0,
6122,United States,Pacific geoduck [Panopea generosa],2014,Tonnes,613.0,,USA_2014_GEC,US Dollar,18537120.0,
6123,United States,Pacific geoduck [Panopea generosa],2015,Tonnes,546.0,,USA_2015_GEC,US Dollar,15189720.0,
6124,United States,Pacific geoduck [Panopea generosa],2016,Tonnes,973.0,,USA_2016_GEC,US Dollar,32196570.0,
6125,United States,Pacific geoduck [Panopea generosa],2017,Tonnes,870.0,,USA_2017_GEC,US Dollar,28710000.0,
6126,United States,Pacific geoduck [Panopea generosa],2018,Tonnes,1452.0,,USA_2018_GEC,US Dollar,46449480.0,
6127,United States,Pacific geoduck [Panopea generosa],2019,Tonnes,937.62,,USA_2019_GEC,US Dollar,28451907.0,
6128,United States,Pacific geoduck [Panopea generosa],2020,Tonnes,776.0,,USA_2020_GEC,US Dollar,25289840.0,
6129,United States,Pacific geoduck [Panopea generosa],2021,Tonnes,776.0,Estimated value,USA_2021_GEC,US Dollar,25289840.0,Estimated value
6130,United States,Pacific littleneck clam [Protothaca staminea],2012,Tonnes,41.0,,USA_2012_PTS,US Dollar,130790.0,
6131,United States,Pacific littleneck clam [Protothaca staminea],2013,Tonnes,39.0,,USA_2013_PTS,US Dollar,111930.0,
6132,United States,Pacific littleneck clam [Protothaca staminea],2014,Tonnes,24.0,,USA_2014_PTS,US Dollar,74880.0,
6133,United States,Pacific littleneck clam [Protothaca staminea],2015,Tonnes,21.0,,USA_2015_PTS,US Dollar,65520.0,
6134,United States,Pacific littleneck clam [Protothaca staminea],2016,Tonnes,13.0,,USA_2016_PTS,US Dollar,39130.0,
6135,United States,Pacific littleneck clam [Protothaca staminea],2017,Tonnes,10.0,,USA_2017_PTS,US Dollar,30900.0,
6136,United States,Pacific littleneck clam [Protothaca staminea],2018,Tonnes,10.0,,USA_2018_PTS,US Dollar,30900.0,
6137,United States,Pacific littleneck clam [Protothaca staminea],2019,Tonnes,14.62,,USA_2019_PTS,US Dollar,30009.0,
6138,United States,Pacific littleneck clam [Protothaca staminea],2020,Tonnes,14.62,,USA_2020_PTS,US Dollar,30009.0,
6139,United States,Pacific littleneck clam [Protothaca staminea],2021,Tonnes,14.62,Estimated value,USA_2021_PTS,US Dollar,30009.0,Estimated value
6140,United States,Sand gaper [Mya arenaria],2012,Tonnes,683.0,,USA_2012_CLS,US Dollar,464440.0,
6141,United States,Sand gaper [Mya arenaria],2013,Tonnes,644.0,,USA_2013_CLS,US Dollar,457240.0,
6142,United States,Sand gaper [Mya arenaria],2014,Tonnes,964.0,,USA_2014_CLS,US Dollar,636240.0,
6143,United States,Sand gaper [Mya arenaria],2015,Tonnes,813.0,,USA_2015_CLS,US Dollar,536580.0,
6144,United States,Sand gaper [Mya arenaria],2016,Tonnes,592.0,,USA_2016_CLS,US Dollar,390720.0,
6145,United States,Sand gaper [Mya arenaria],2017,Tonnes,545.0,,USA_2017_CLS,US Dollar,359700.0,
6146,United States,Sand gaper [Mya arenaria],2018,Tonnes,545.0,,USA_2018_CLS,US Dollar,359700.0,
6147,United States,Sand gaper [Mya arenaria],2019,Tonnes,416.564,,USA_2019_CLS,US Dollar,275507.0,
6148,United States,Sand gaper [Mya arenaria],2020,Tonnes,416.564,,USA_2020_CLS,US Dollar,275507.0,
6149,United States,Sand gaper [Mya arenaria],2021,Tonnes,416.564,Estimated value,USA_2021_CLS,US Dollar,275507.0,Estimated value
6150,United States,Pacific horse clam [Tresus nuttallii],2012,Tonnes,0.0,,USA_2012_TQU,US Dollar,0.0,
6151,United States,Pacific horse clam [Tresus nuttallii],2013,Tonnes,1.0,,USA_2013_TQU,US Dollar,2580.0,
6152,United States,Pacific horse clam [Tresus nuttallii],2014,Tonnes,1.0,,USA_2014_TQU,US Dollar,3110.0,
6153,United States,Pacific horse clam [Tresus nuttallii],2015,Tonnes,0.0,,USA_2015_TQU,US Dollar,0.0,
6154,United States,Pacific horse clam [Tresus nuttallii],2016,Tonnes,0.0,,USA_2016_TQU,US Dollar,0.0,
6155,Argentina,TOTAL SPECIES,2012,Tonnes,2958.42,,ARG_2012_SPECIES_TOTAL,US Dollar,17992893.0,
6156,Argentina,TOTAL SPECIES,2013,Tonnes,3825.12,,ARG_2013_SPECIES_TOTAL,US Dollar,28370924.0,
6157,Argentina,TOTAL SPECIES,2014,Tonnes,4002.71,,ARG_2014_SPECIES_TOTAL,US Dollar,27871437.0,
6158,Argentina,TOTAL SPECIES,2015,Tonnes,3662.65,,ARG_2015_SPECIES_TOTAL,US Dollar,33613377.0,
6159,Argentina,TOTAL SPECIES,2016,Tonnes,3673.485,,ARG_2016_SPECIES_TOTAL,US Dollar,22958351.0,
6160,Argentina,TOTAL SPECIES,2017,Tonnes,3567.76,,ARG_2017_SPECIES_TOTAL,US Dollar,24539032.0,
6161,Argentina,TOTAL SPECIES,2018,Tonnes,3205.31,,ARG_2018_SPECIES_TOTAL,US Dollar,21708735.0,
6162,Argentina,TOTAL SPECIES,2019,Tonnes,2592.19,,ARG_2019_SPECIES_TOTAL,US Dollar,13353357.0,
6163,Argentina,TOTAL SPECIES,2020,Tonnes,2084.5,,ARG_2020_SPECIES_TOTAL,US Dollar,10799805.0,
6164,Argentina,TOTAL SPECIES,2021,Tonnes,3687.0,,ARG_2021_SPECIES_TOTAL,US Dollar,24774159.0,
6165,Argentina,FRESHWATER FISHES,2012,Tonnes,1555.07,,ARG_2012_1,US Dollar,8217503.0,
6166,Argentina,FRESHWATER FISHES,2013,Tonnes,2437.87,,ARG_2013_1,US Dollar,15732380.0,
6167,Argentina,FRESHWATER FISHES,2014,Tonnes,2494.19,,ARG_2014_1,US Dollar,13923618.0,
6168,Argentina,FRESHWATER FISHES,2015,Tonnes,2085.5,,ARG_2015_1,US Dollar,18031918.0,
6169,Argentina,FRESHWATER FISHES,2016,Tonnes,2227.865,,ARG_2016_1,US Dollar,14065055.0,
6170,Argentina,FRESHWATER FISHES,2017,Tonnes,2172.07,,ARG_2017_1,US Dollar,14414817.0,
6171,Argentina,FRESHWATER FISHES,2018,Tonnes,2222.48,,ARG_2018_1,US Dollar,15130063.0,
6172,Argentina,FRESHWATER FISHES,2019,Tonnes,1362.35,,ARG_2019_1,US Dollar,6922868.0,
6173,Argentina,FRESHWATER FISHES,2020,Tonnes,1119.6,,ARG_2020_1,US Dollar,5410061.0,
6174,Argentina,FRESHWATER FISHES,2021,Tonnes,1400.9,,ARG_2021_1,US Dollar,9461185.0,
6175,Argentina,"CARPS, BARBELS AND OTHER CYPRINIDS",2012,Tonnes,103.4,,ARG_2012_11,US Dollar,341861.0,
6176,Argentina,"CARPS, BARBELS AND OTHER CYPRINIDS",2013,Tonnes,142.21,,ARG_2013_11,US Dollar,833564.0,
6177,Argentina,"CARPS, BARBELS AND OTHER CYPRINIDS",2014,Tonnes,170.83,,ARG_2014_11,US Dollar,634641.0,
6178,Argentina,"CARPS, BARBELS AND OTHER CYPRINIDS",2015,Tonnes,141.26,,ARG_2015_11,US Dollar,994445.0,
6179,Argentina,"CARPS, BARBELS AND OTHER CYPRINIDS",2016,Tonnes,112.105,,ARG_2016_11,US Dollar,493749.0,
6180,Argentina,"CARPS, BARBELS AND OTHER CYPRINIDS",2017,Tonnes,98.96,,ARG_2017_11,US Dollar,477989.0,
6181,Argentina,"CARPS, BARBELS AND OTHER CYPRINIDS",2018,Tonnes,165.05,,ARG_2018_11,US Dollar,881207.0,
6182,Argentina,"CARPS, BARBELS AND OTHER CYPRINIDS",2019,Tonnes,103.81,,ARG_2019_11,US Dollar,409653.0,
6183,Argentina,"CARPS, BARBELS AND OTHER CYPRINIDS",2020,Tonnes,62.7,,ARG_2020_11,US Dollar,222217.0,
6184,Argentina,"CARPS, BARBELS AND OTHER CYPRINIDS",2021,Tonnes,12.4,,ARG_2021_11,US Dollar,65270.0,
6185,Argentina,Cyprinids nei [Cyprinidae],2012,Tonnes,51.82,,ARG_2012_FCY,US Dollar,171327.0,
6186,Argentina,Cyprinids nei [Cyprinidae],2013,Tonnes,75.55,,ARG_2013_FCY,US Dollar,442836.0,
6187,Argentina,Cyprinids nei [Cyprinidae],2014,Tonnes,99.83,,ARG_2014_FCY,US Dollar,370873.0,
6188,Argentina,Cyprinids nei [Cyprinidae],2015,Tonnes,92.87,,ARG_2015_FCY,US Dollar,653788.0,
6189,Argentina,Cyprinids nei [Cyprinidae],2016,Tonnes,69.11,,ARG_2016_FCY,US Dollar,304384.0,
6190,Argentina,Cyprinids nei [Cyprinidae],2017,Tonnes,57.16,,ARG_2017_FCY,US Dollar,276090.0,
6191,Argentina,Cyprinids nei [Cyprinidae],2018,Tonnes,76.99,,ARG_2018_FCY,US Dollar,411052.0,
6192,Argentina,Cyprinids nei [Cyprinidae],2019,Tonnes,53.01,,ARG_2019_FCY,US Dollar,209187.0,
6193,Argentina,Cyprinids nei [Cyprinidae],2020,Tonnes,30.0,,ARG_2020_FCY,US Dollar,106324.0,
6194,Argentina,Cyprinids nei [Cyprinidae],2021,Tonnes,2.9,,ARG_2021_FCY,US Dollar,15265.0,
6195,Argentina,Grass carp(=White amur) [Ctenopharyngodon idellus],2012,Tonnes,51.58,,ARG_2012_FCG,US Dollar,170534.0,
6196,Argentina,Grass carp(=White amur) [Ctenopharyngodon idellus],2013,Tonnes,66.66,,ARG_2013_FCG,US Dollar,390728.0,
6197,Argentina,Grass carp(=White amur) [Ctenopharyngodon idellus],2014,Tonnes,71.0,,ARG_2014_FCG,US Dollar,263768.0,
6198,Argentina,Grass carp(=White amur) [Ctenopharyngodon idellus],2015,Tonnes,48.39,,ARG_2015_FCG,US Dollar,340657.0,
6199,Argentina,Grass carp(=White amur) [Ctenopharyngodon idellus],2016,Tonnes,42.995,,ARG_2016_FCG,US Dollar,189365.0,
6200,Argentina,Grass carp(=White amur) [Ctenopharyngodon idellus],2017,Tonnes,41.8,,ARG_2017_FCG,US Dollar,201899.0,
6201,Argentina,Grass carp(=White amur) [Ctenopharyngodon idellus],2018,Tonnes,88.06,,ARG_2018_FCG,US Dollar,470155.0,
6202,Argentina,Grass carp(=White amur) [Ctenopharyngodon idellus],2019,Tonnes,50.8,,ARG_2019_FCG,US Dollar,200466.0,
6203,Argentina,Grass carp(=White amur) [Ctenopharyngodon idellus],2020,Tonnes,32.7,,ARG_2020_FCG,US Dollar,115893.0,
6204,Argentina,Grass carp(=White amur) [Ctenopharyngodon idellus],2021,Tonnes,9.5,,ARG_2021_FCG,US Dollar,50005.0,
6205,Argentina,TILAPIAS AND OTHER CICHLIDS,2012,Tonnes,45.19,,ARG_2012_12,US Dollar,149407.0,
6206,Argentina,TILAPIAS AND OTHER CICHLIDS,2013,Tonnes,34.55,,ARG_2013_12,US Dollar,189858.0,
6207,Argentina,TILAPIAS AND OTHER CICHLIDS,2014,Tonnes,72.93,,ARG_2014_12,US Dollar,406407.0,
6208,Argentina,TILAPIAS AND OTHER CICHLIDS,2015,Tonnes,56.42,,ARG_2015_12,US Dollar,397187.0,
6209,Argentina,TILAPIAS AND OTHER CICHLIDS,2016,Tonnes,62.2,,ARG_2016_12,US Dollar,273950.0,
6210,Argentina,TILAPIAS AND OTHER CICHLIDS,2017,Tonnes,56.31,,ARG_2017_12,US Dollar,305983.0,
6211,Argentina,TILAPIAS AND OTHER CICHLIDS,2018,Tonnes,33.8,,ARG_2018_12,US Dollar,180459.0,
6212,Argentina,TILAPIAS AND OTHER CICHLIDS,2019,Tonnes,23.7,,ARG_2019_12,US Dollar,123058.0,
6213,Argentina,TILAPIAS AND OTHER CICHLIDS,2020,Tonnes,36.6,,ARG_2020_12,US Dollar,207544.0,
6214,Argentina,TILAPIAS AND OTHER CICHLIDS,2021,Tonnes,51.0,,ARG_2021_12,US Dollar,348981.0,
6215,Argentina,Tilapias nei [Oreochromis spp],2012,Tonnes,45.19,,ARG_2012_TLP,US Dollar,149407.0,
6216,Argentina,Tilapias nei [Oreochromis spp],2013,Tonnes,34.55,,ARG_2013_TLP,US Dollar,189858.0,
6217,Argentina,Tilapias nei [Oreochromis spp],2014,Tonnes,72.93,,ARG_2014_TLP,US Dollar,406407.0,
6218,Argentina,Tilapias nei [Oreochromis spp],2015,Tonnes,56.42,,ARG_2015_TLP,US Dollar,397187.0,
6219,Argentina,Tilapias nei [Oreochromis spp],2016,Tonnes,62.2,,ARG_2016_TLP,US Dollar,273950.0,
6220,Argentina,Tilapias nei [Oreochromis spp],2017,Tonnes,56.31,,ARG_2017_TLP,US Dollar,305983.0,
6221,Argentina,Tilapias nei [Oreochromis spp],2018,Tonnes,33.8,,ARG_2018_TLP,US Dollar,180459.0,
6222,Argentina,Tilapias nei [Oreochromis spp],2019,Tonnes,23.7,,ARG_2019_TLP,US Dollar,123058.0,
6223,Argentina,Tilapias nei [Oreochromis spp],2020,Tonnes,36.6,,ARG_2020_TLP,US Dollar,207544.0,
6224,Argentina,Tilapias nei [Oreochromis spp],2021,Tonnes,51.0,,ARG_2021_TLP,US Dollar,348981.0,
6225,Argentina,MISCELLANEOUS FRESHWATER FISHES,2012,Tonnes,1406.48,,ARG_2012_13,US Dollar,7726235.0,
6226,Argentina,MISCELLANEOUS FRESHWATER FISHES,2013,Tonnes,2261.11,,ARG_2013_13,US Dollar,14708958.0,
6227,Argentina,MISCELLANEOUS FRESHWATER FISHES,2014,Tonnes,2250.43,,ARG_2014_13,US Dollar,12882570.0,
6228,Argentina,MISCELLANEOUS FRESHWATER FISHES,2015,Tonnes,1887.82,,ARG_2015_13,US Dollar,16640286.0,
6229,Argentina,MISCELLANEOUS FRESHWATER FISHES,2016,Tonnes,2053.56,,ARG_2016_13,US Dollar,13297356.0,
6230,Argentina,MISCELLANEOUS FRESHWATER FISHES,2017,Tonnes,2016.8,,ARG_2017_13,US Dollar,13630845.0,
6231,Argentina,MISCELLANEOUS FRESHWATER FISHES,2018,Tonnes,2023.63,,ARG_2018_13,US Dollar,14068397.0,
6232,Argentina,MISCELLANEOUS FRESHWATER FISHES,2019,Tonnes,1234.84,,ARG_2019_13,US Dollar,6390157.0,
6233,Argentina,MISCELLANEOUS FRESHWATER FISHES,2020,Tonnes,1020.3,,ARG_2020_13,US Dollar,4980300.0,
6234,Argentina,MISCELLANEOUS FRESHWATER FISHES,2021,Tonnes,1337.5,,ARG_2021_13,US Dollar,9046934.0,
6235,Argentina,South American catfish [Rhamdia quelen],2012,Tonnes,1.27,,ARG_2012_RMQ,US Dollar,4199.0,
6236,Argentina,South American catfish [Rhamdia quelen],2013,Tonnes,1.11,,ARG_2013_RMQ,US Dollar,6506.0,
6237,Argentina,South American catfish [Rhamdia quelen],2014,Tonnes,1.39,,ARG_2014_RMQ,US Dollar,5164.0,
